{2376384513, 246651643, 40.7486956, -74.0088204, 40.748612, -74.0088343, 4.815553519671386*^-10}
{2376384513, 2376384517, 40.7486956, -74.0088204, 40.7487383, -74.0088012, 2.926646478398357*^-10}
{2921633615, 2921633624, 40.747654, -74.0113912, 40.7479856, -74.0113274, 1.3001306249880834*^-45}
{2921633615, 247069951, 40.747654, -74.0113912, 40.7476251, -74.0113728, 7.947515740698685*^-46}
{2376384517, 2376384513, 40.7487383, -74.0088012, 40.7486956, -74.0088204, 2.9266464783983575*^-10}
{2376384517, 2376384524, 40.7487383, -74.0088012, 40.7487899, -74.0087738, 3.2960345767734786*^-10}
{373956614, 373956605, 40.7685366, -73.9958647, 40.7687413, -73.9957143, 2.614346224692118*^-8}
{373956614, 373956622, 40.7685366, -73.9958647, 40.7684731, -73.9959023, 1.681684496378727*^-7}
{2376384521, 246580068, 40.7487777, -74.0083761, 40.7488568, -74.0084191, 5.259023592715321*^-7}
{2376384521, 246580069, 40.7487777, -74.0083761, 40.748689, -74.0083334, 1.531200317687855*^-6}
{387184879, 3360773034, 40.7351254, -73.9765443, 40.734971, -73.9768341, 0.013398535608464136}
{387184879, 1739869226, 40.7351254, -73.9765443, 40.7351372, -73.9765052, 0.0005158251892053571}
{2376384523, 246651643, 40.7487836, -74.0090215, 40.748612, -74.0088343, 2.382742515523154*^-10}
{2376384523, 246651653, 40.7487836, -74.0090215, 40.7488335, -74.0090989, 8.799105311914663*^-13}
{2376384524, 246651642, 40.7487899, -74.0087738, 40.7488579, -74.0087569, 5.97970416338132*^-10}
{2376384524, 2376384517, 40.7487899, -74.0087738, 40.7487383, -74.0088012, 3.296034576773479*^-10}
{373956622, 373956614, 40.7684731, -73.9959023, 40.7685366, -73.9958647, 1.681684496378727*^-7}
{373956622, 2376384647, 40.7684731, -73.9959023, 40.7684478, -73.9959126, 3.875384178624638*^-7}
{2631319571, 2631319572, 40.7462329, -73.9995612, 40.7464279, -73.999368, 3.343357072995909}
{2631319571, 42427437, 40.7462329, -73.9995612, 40.746093, -73.9992409, 0.3987174435158782}
{2631319571, 42427438, 40.7462329, -73.9995612, 40.7464406, -74.0000366, 1.8390250831254416}
{2631319572, 2631319571, 40.7464279, -73.999368, 40.7462329, -73.9995612, 3.3433570729959086}
{2631319572, 2631319573, 40.7464279, -73.999368, 40.7464889, -73.999368, 9.526011966149275}
{2631319573, 2631319572, 40.7464889, -73.999368, 40.7464279, -73.999368, 9.526011966149277}
{2631319573, 2631319574, 40.7464889, -73.999368, 40.7465986, -73.9993465, 22.805243574790303}
{2631319574, 2631319573, 40.7465986, -73.9993465, 40.7464889, -73.999368, 22.8052435747903}
